Date,County,State,Vehicle Primary Use,Battery Electric Vehicles (BEVs),Plug-In Hybrid Electric Vehicles (PHEVs),Electric Vehicle (EV) Total,Non-Electric Vehicle Total,Total Vehicles,Percent Electric Vehicles
September 30 2023,Douglas,WA,Truck,8,0,8,13065,13073,0.06
October 31 2025,Autauga,AL,Passenger,1,2,3,10,13,23.08
April 30 2024,Thurston,WA,Truck,117,0,117,53050,53167,0.22
February 28 2017,Charles,MD,Passenger,0,1,1,92,93,1.08
February 29 2020,Sedgwick,KS,Passenger,1,1,2,109,111,1.8
August 31 2023,Dallas,TX,Truck,1,0,1,18,19,5.26
August 31 2021,Platte,MO,Passenger,1,1,2,16,18,11.11
May 31 2020,Dakota,MN,Passenger,0,1,1,33,34,2.94
August 31 2022,Wichita,TX,Passenger,1,0,1,43,44,2.27
June 30 2023,Spokane,WA,Passenger,2295,1084,3379,321205,324584,1.04
November 30 2025,Kitsap,WA,Passenger,6568,2179,8747,173425,182172,4.8
October 31 2024,Lincoln,WA,Truck,1,0,1,4739,4740,0.02
May 31 2023,Plaquemines,LA,Passenger,1,1,2,21,23,8.7
December 31 2025,Cowlitz,WA,Truck,57,0,57,27674,27731,0.21
April 30 2019,Salt Lake,UT,Passenger,1,0,1,234,235,0.43
June 30 2018,Canyon,ID,Passenger,0,1,1,105,106,0.94
July 31 2020,Grays Harbor,WA,Passenger,109,112,221,48252,48473,0.46
March 31 2020,Portsmouth,VA,Passenger,0,1,1,72,73,1.37
February 28 2025,Stanislaus,CA,Truck,1,0,1,16,17,5.88
April 30 2024,Yolo,CA,Passenger,4,0,4,38,42,9.52
January 31 2017,Dale,AL,Passenger,0,1,1,63,64,1.56
November 30 2018,Fresno,CA,Passenger,2,0,2,206,208,0.96
May 31 2019,Washoe,NV,Passenger,2,0,2,118,120,1.67
February 28 2023,Yolo,CA,Passenger,1,0,1,39,40,2.5
May 31 2023,Kootenai,ID,Passenger,2,3,5,192,197,2.54
October 31 2019,Penobscot,ME,Passenger,0,1,1,15,16,6.25
January 31 2021,Okaloosa,FL,Passenger,0,1,1,149,150,0.67
October 31 2024,San Juan,WA,Passenger,783,228,1011,13498,14509,6.97
June 30 2024,Kane,IL,Passenger,1,1,2,9,11,18.18
March 31 2018,Lincoln,OR,Passenger,1,0,1,68,69,1.45
July 31 2022,Ulster,NY,Passenger,1,0,1,16,17,5.88
March 31 2022,Thurston,WA,Passenger,2023,1000,3023,194357,197380,1.53
March 31 2020,Montgomery,TX,Passenger,1,0,1,64,65,1.54
August 31 2022,Fredericksburg,VA,Passenger,1,0,1,5,6,16.67
February 28 2026,Jefferson,NY,Passenger,0,3,3,128,131,2.29
January 31 2025,Island,WA,Truck,94,0,94,20664,20758,0.45
June 30 2025,Snohomish,WA,Truck,761,0,761,119127,119888,0.63
December 31 2021,Leavenworth,KS,Passenger,1,1,2,97,99,2.02
April 30 2017,Fairfax,VA,Passenger,3,2,5,870,875,0.57
January 31 2021,Madison,AL,Passenger,1,0,1,71,72,1.39
August 31 2021,Prince George's,MD,Passenger,1,1,2,161,163,1.23
April 30 2020,Howard,MD,Passenger,0,1,1,83,84,1.19
March 31 2023,Hamilton,OH,Passenger,2,0,2,52,54,3.7
March 31 2025,Bannock,ID,Passenger,1,0,1,7,8,12.5
May 31 2023,Weber,UT,Passenger,1,0,1,37,38,2.63
July 31 2023,Madison,AL,Passenger,1,0,1,68,69,1.45
December 31 2019,Harrison,MS,Passenger,1,0,1,59,60,1.67
July 31 2018,Kent,MI,Passenger,0,1,1,31,32,3.12
January 31 2025,Currituck,NC,Passenger,1,0,1,21,22,4.55
August 31 2025,Clallam,WA,Truck,56,0,56,21195,21251,0.26
July 31 2023,Onslow,NC,Passenger,1,1,2,148,150,1.33
September 30 2018,Broward,FL,Passenger,1,1,2,139,141,1.42
August 31 2020,Multnomah,OR,Passenger,7,6,13,803,816,1.59
February 28 2023,Clackamas,OR,Passenger,3,2,5,176,181,2.76
October 31 2017,Cowlitz,WA,Truck,0,0,0,28122,28122,0
September 30 2020,Brevard,FL,Passenger,0,1,1,92,93,1.08
February 28 2025,Kent,RI,Passenger,1,0,1,13,14,7.14
July 31 2021,Walla Walla,WA,Passenger,115,75,190,36497,36687,0.52
December 31 2025,Cuyahoga,OH,Passenger,1,0,1,26,27,3.7
July 31 2021,Nassau,NY,Passenger,3,0,3,38,41,7.32
February 28 2021,Asotin,WA,Truck,0,0,0,6686,6686,0
July 31 2021,Ferry,WA,Passenger,9,3,12,4374,4386,0.27
January 31 2021,Washoe,NV,Passenger,1,0,1,113,114,0.88
April 30 2021,Dakota,MN,Passenger,0,1,1,29,30,3.33
March 31 2024,Orange,CA,Passenger,14,4,18,437,455,3.96
April 30 2024,Kitsap,WA,Passenger,4342,1607,5949,173842,179791,3.31
January 31 2023,Montgomery,TX,Passenger,1,0,1,44,45,2.22
January 31 2024,Osceola,FL,Passenger,1,0,1,33,34,2.94
January 31 2025,Monterey,CA,Passenger,0,7,7,129,136,5.15
November 30 2020,Lincoln,OR,Passenger,1,0,1,47,48,2.08
August 31 2025,Anchorage,AK,Passenger,0,1,1,85,86,1.16
November 30 2017,Adams,WA,Truck,0,0,0,5140,5140,0
December 31 2023,Charles,MD,Passenger,2,1,3,65,68,4.41
April 30 2021,Hamilton,IN,Passenger,2,0,2,41,43,4.65
April 30 2018,San Diego,CA,Passenger,7,2,9,2597,2606,0.35
May 31 2023,Adams,CO,Passenger,1,0,1,42,43,2.33
February 28 2026,San Joaquin,CA,Passenger,0,1,1,68,69,1.45
September 30 2019,Duval,FL,Passenger,1,2,3,383,386,0.78
August 31 2025,Virginia Beach,VA,Passenger,6,2,8,417,425,1.88
May 31 2024,Allen,IN,Passenger,1,1,2,14,16,12.5
July 31 2017,Howard,MD,Passenger,0,2,2,94,96,2.08
June 30 2020,Ventura,CA,Passenger,1,1,2,314,316,0.63
September 30 2020,Carroll,NH,Passenger,0,1,1,4,5,20
October 31 2021,Plaquemines,LA,Passenger,0,1,1,19,20,5
July 31 2017,DeKalb,GA,Passenger,2,0,2,86,88,2.27
July 31 2023,Escambia,FL,Passenger,0,1,1,156,157,0.64
June 30 2020,Franklin,WA,Truck,0,0,0,19962,19962,0
February 28 2022,Benton,WA,Truck,0,0,0,43566,43566,0
September 30 2024,Denver,CO,Passenger,2,0,2,90,92,2.17
August 31 2022,San Luis Obispo,CA,Passenger,1,1,2,70,72,2.78
January 31 2020,Okanogan,WA,Truck,0,0,0,16541,16541,0
December 31 2018,Broward,FL,Passenger,2,1,3,133,136,2.21
September 30 2019,Manassas,VA,Passenger,0,1,1,6,7,14.29
January 31 2022,Cumberland,NC,Passenger,0,2,2,414,416,0.48
March 31 2024,Mohave,AZ,Passenger,1,0,1,59,60,1.67
March 31 2021,Comal,TX,Passenger,0,1,1,52,53,1.89
April 30 2021,Honolulu,HI,Passenger,5,3,8,490,498,1.61
October 31 2025,Placer,CA,Passenger,3,0,3,52,55,5.45
January 31 2023,Grays Harbor,WA,Truck,2,0,2,20983,20985,0.01
December 31 2017,King,WA,Truck,8,1,9,184894,184903,0
November 30 2024,Platte,MO,Passenger,0,1,1,19,20,5
July 31 2025,Portsmouth,VA,Passenger,1,2,3,47,50,6
October 31 2023,Douglas,WA,Truck,8,0,8,13035,13043,0.06
March 31 2023,Duval,FL,Passenger,2,1,3,329,332,0.9
January 31 2019,Oldham,KY,Passenger,0,1,1,5,6,16.67
September 30 2019,Charleston,SC,Passenger,1,0,1,121,122,0.82
February 28 2023,DuPage,IL,Truck,1,0,1,4,5,20
June 30 2022,Benton,WA,Truck,3,0,3,43481,43484,0.01
February 29 2024,Asotin,WA,Passenger,43,25,68,12174,12242,0.56
September 30 2023,Garfield,WA,Passenger,0,3,3,1288,1291,0.23
May 31 2024,San Diego,CA,Passenger,28,11,39,2320,2359,1.65
August 31 2023,Portsmouth,VA,Passenger,1,3,4,65,69,5.8
April 30 2022,Columbia,OR,Passenger,1,0,1,30,31,3.23
September 30 2023,Lewis,WA,Passenger,363,274,637,59172,59809,1.07
November 30 2024,Benton,OR,Passenger,1,0,1,25,26,3.85
October 31 2017,Ferry,WA,Passenger,1,1,2,4396,4398,0.05
April 30 2025,Yolo,CA,Passenger,1,0,1,34,35,2.86
November 30 2018,Kauai,HI,Passenger,1,0,1,16,17,5.88
October 31 2022,Island,WA,Passenger,887,384,1271,60874,62145,2.05
May 31 2020,Santa Clara,CA,Passenger,11,2,13,352,365,3.56
January 31 2025,Monona,IA,Passenger,1,0,1,1,2,50
June 30 2022,Los Angeles,CA,Passenger,9,10,19,982,1001,1.9
April 30 2017,Sumter,FL,Passenger,0,1,1,10,11,9.09
June 30 2022,Northampton,PA,Passenger,1,0,1,50,51,1.96
August 31 2025,Onslow,NC,Passenger,1,0,1,115,116,0.86
June 30 2025,Orange,CA,Passenger,16,3,19,352,371,5.12
February 28 2026,Ferry,WA,Truck,2,0,2,3242,3244,0.06
December 31 2025,Contra Costa,CA,Passenger,2,1,3,131,134,2.24
July 31 2025,Pierce,WA,Passenger,15795,4650,20445,519336,539781,3.79
April 30 2024,Wichita,TX,Passenger,1,0,1,33,34,2.94
January 31 2023,St. Clair,IL,Passenger,2,1,3,130,133,2.26
September 30 2025,Skagit,WA,Passenger,2162,720,2882,87984,90866,3.17
May 31 2024,Garfield,OK,Passenger,1,0,1,20,21,4.76
August 31 2020,Wahkiakum,WA,Truck,0,0,0,1743,1743,0
April 30 2020,San Joaquin,CA,Passenger,1,0,1,147,148,0.68
February 28 2023,Benton,WA,Truck,15,0,15,43250,43265,0.03
January 31 2026,Muscogee,GA,Passenger,2,1,3,97,100,3
March 31 2025,Calvert,MD,Passenger,1,1,2,74,76,2.63
January 31 2017,Eagle,CO,Passenger,1,0,1,11,12,8.33
September 30 2018,Washington,OR,Passenger,0,1,1,503,504,0.2
November 30 2018,Thurston,WA,Truck,0,0,0,54884,54884,0
July 31 2025,Chelan,WA,Passenger,1189,313,1502,53979,55481,2.71
October 31 2018,Asotin,WA,Passenger,12,9,21,12703,12724,0.17
December 31 2024,Monterey,CA,Passenger,0,7,7,130,137,5.11
September 30 2022,Lincoln,OR,Passenger,2,1,3,37,40,7.5
August 31 2017,Multnomah,OR,Passenger,1,3,4,981,985,0.41
July 31 2017,Dane,WI,Passenger,1,0,1,95,96,1.04
April 30 2019,Jefferson,IA,Passenger,1,0,1,4,5,20
July 31 2021,Harrison,MS,Passenger,2,0,2,59,61,3.28
December 31 2018,St. Lucie,FL,Passenger,1,0,1,30,31,3.23
April 30 2024,New Castle,DE,Passenger,1,0,1,22,23,4.35
April 30 2022,New London,CT,Passenger,1,4,5,229,234,2.14
August 31 2025,Hudson,NJ,Passenger,3,0,3,32,35,8.57
August 31 2021,Lee,FL,Passenger,1,0,1,52,53,1.89
February 28 2023,Ray,MO,Passenger,0,1,1,1,2,50
July 31 2025,Harford,MD,Passenger,4,0,4,45,49,8.16
April 30 2021,Lane,OR,Passenger,0,1,1,164,165,0.61
May 31 2023,Providence,RI,Passenger,1,0,1,18,19,5.26
June 30 2020,Pacific,WA,Truck,0,0,0,7687,7687,0
December 31 2023,Clark,NV,Passenger,9,5,14,604,618,2.27
February 28 2018,Jefferson,CO,Passenger,0,1,1,76,77,1.3
April 30 2024,Skagit,WA,Truck,41,0,41,31497,31538,0.13
October 31 2021,Burlington,NJ,Passenger,0,1,1,122,123,0.81
December 31 2022,Flathead,MT,Passenger,1,0,1,45,46,2.17
February 28 2026,Kent,RI,Passenger,1,0,1,9,10,10
September 30 2017,Klickitat,WA,Truck,0,0,0,7978,7978,0
August 31 2020,Morris,NJ,Passenger,1,0,1,18,19,5.26
February 29 2024,Caddo,LA,Passenger,2,0,2,16,18,11.11
November 30 2022,Ulster,NY,Passenger,1,0,1,17,18,5.56
June 30 2024,San Mateo,CA,Truck,1,0,1,6,7,14.29
May 31 2021,Collier,FL,Passenger,1,0,1,25,26,3.85
August 31 2019,Pinellas,FL,Passenger,1,1,2,135,137,1.46
June 30 2024,El Paso,TX,Passenger,3,3,6,371,377,1.59
November 30 2018,DuPage,IL,Passenger,1,0,1,62,63,1.59
June 30 2025,Kane,IL,Passenger,1,1,2,10,12,16.67
February 28 2026,Orange,CA,Passenger,15,3,18,273,291,6.19
March 31 2017,Okanogan,WA,Truck,0,0,0,16297,16297,0
January 31 2019,Maui,HI,Passenger,2,0,2,51,53,3.77
May 31 2020,Skamania,WA,Truck,0,0,0,4028,4028,0
September 30 2019,Maricopa,AZ,Passenger,9,6,15,1797,1812,0.83
January 31 2017,Adams,WA,Truck,0,0,0,5077,5077,0
March 31 2024,Grant,WA,Passenger,404,175,579,67297,67876,0.85
February 28 2023,Santa Cruz,CA,Passenger,1,0,1,27,28,3.57
January 31 2024,DeKalb,GA,Passenger,1,0,1,46,47,2.13
April 30 2024,Klickitat,WA,Passenger,197,84,281,15061,15342,1.83
July 31 2023,Medina,OH,Passenger,1,0,1,5,6,16.67
March 31 2019,Deschutes,OR,Passenger,3,0,3,183,186,1.61
September 30 2021,San Joaquin,CA,Passenger,1,1,2,127,129,1.55
January 31 2021,San Juan,WA,Passenger,377,114,491,13995,14486,3.39
March 31 2025,Shelby,TN,Passenger,1,1,2,61,63,3.17
June 30 2021,Sedgwick,KS,Passenger,0,1,1,97,98,1.02
January 31 2022,Washtenaw,MI,Passenger,0,1,1,38,39,2.56
February 28 2017,Pinal,AZ,Passenger,2,0,2,279,281,0.71
September 30 2024,Chesapeake,VA,Passenger,1,2,3,306,309,0.97
March 31 2023,Bell,TX,Passenger,1,0,1,326,327,0.31
September 30 2025,Texas,MO,Passenger,1,0,1,2,3,33.33
June 30 2017,Adams,WA,Passenger,2,3,5,12194,12199,0.04
March 31 2024,Richmond,VA,Passenger,1,0,1,13,14,7.14
November 30 2024,Brown,WI,Passenger,1,0,1,6,7,14.29
April 30 2021,Franklin,WA,Passenger,109,95,204,61878,62082,0.33
January 31 2021,Howard,MD,Passenger,0,1,1,75,76,1.32
January 31 2018,Whatcom,WA,Passenger,548,237,785,145412,146197,0.54
June 30 2021,Yamhill,OR,Passenger,1,0,1,46,47,2.13
July 31 2021,Cowlitz,WA,Passenger,229,147,376,72162,72538,0.52
May 31 2025,Anchorage,AK,Passenger,0,1,1,95,96,1.04
February 28 2026,Providence,RI,Passenger,1,0,1,17,18,5.56
December 31 2024,Canadian,OK,Passenger,2,0,2,14,16,12.5
June 30 2023,Dallas,TX,Passenger,3,0,3,139,142,2.11
November 30 2023,Sarasota,FL,Passenger,1,0,1,38,39,2.56
February 28 2019,Fulton,GA,Passenger,1,3,4,113,117,3.42
July 31 2018,Muskogee,OK,Passenger,0,1,1,3,4,25
June 30 2022,Sarasota,FL,Passenger,2,0,2,46,48,4.17
October 31 2025,Maui,HI,Passenger,3,0,3,14,17,17.65
January 31 2025,Honolulu,HI,Passenger,3,1,4,298,302,1.32
March 31 2020,Grays Harbor,WA,Truck,0,0,0,20759,20759,0
July 31 2024,Norfolk,MA,Passenger,0,1,1,24,25,4
January 31 2025,Kitsap,WA,Passenger,5502,1943,7445,174452,181897,4.09
November 30 2022,Polk,OR,Passenger,0,1,1,29,30,3.33
February 28 2021,Powhatan,VA,Passenger,1,0,1,2,3,33.33
August 31 2024,Harris,TX,Passenger,4,2,6,179,185,3.24
November 30 2022,Marion,IN,Passenger,1,0,1,48,49,2.04
July 31 2021,Meade,KY,Passenger,1,0,1,28,29,3.45
February 28 2023,Davidson,TN,Passenger,1,0,1,67,68,1.47
February 28 2026,Harnett,NC,Passenger,2,0,2,103,105,1.9
December 31 2020,Pend Oreille,WA,Truck,0,0,0,5705,5705,0
January 31 2022,Charleston,SC,Passenger,1,1,2,86,88,2.27
July 31 2020,Kittitas,WA,Truck,0,0,0,14557,14557,0
December 31 2019,Deschutes,OR,Passenger,4,0,4,182,186,2.15
December 31 2022,Skagit,WA,Truck,11,0,11,32054,32065,0.03
July 31 2020,Whitman,WA,Truck,0,0,0,8503,8503,0
December 31 2024,Henrico,VA,Passenger,2,2,4,18,22,18.18
January 31 2023,Maui,HI,Passenger,2,0,2,30,32,6.25
June 30 2025,Harnett,NC,Passenger,3,0,3,126,129,2.33
March 31 2023,Rockdale,GA,Passenger,1,0,1,6,7,14.29
December 31 2021,Travis,TX,Passenger,4,1,5,189,194,2.58
March 31 2017,Montgomery,PA,Passenger,1,0,1,41,42,2.38
February 29 2024,Monroe,NY,Passenger,1,0,1,24,25,4
March 31 2022,Prince George's,MD,Passenger,1,1,2,159,161,1.24
January 31 2019,Garfield,OK,Passenger,1,0,1,16,17,5.88
February 29 2024,Weber,UT,Passenger,1,0,1,30,31,3.23
June 30 2019,Sussex,NJ,Passenger,1,0,1,2,3,33.33
August 31 2025,Pima,AZ,Passenger,2,0,2,167,169,1.18
November 30 2022,Spotsylvania,VA,Passenger,1,0,1,33,34,2.94
April 30 2024,Pierce,WA,Truck,290,0,290,133293,133583,0.22
January 31 2022,Norfolk,VA,Passenger,2,3,5,318,323,1.55
March 31 2018,Manatee,FL,Passenger,1,0,1,43,44,2.27
June 30 2017,DeKalb,IN,Passenger,1,0,1,1,2,50
July 31 2022,Camden,NJ,Passenger,0,1,1,12,13,7.69
June 30 2024,St. Charles,MO,Passenger,1,1,2,34,36,5.56
February 28 2018,Mercer,NJ,Passenger,0,1,1,17,18,5.56
October 31 2019,Lake,FL,Passenger,1,0,1,30,31,3.23
September 30 2023,DuPage,IL,Passenger,11,1,12,45,57,21.05
December 31 2021,Kittitas,WA,Passenger,206,76,282,29789,30071,0.94
March 31 2021,Platte,MO,Passenger,1,0,1,19,20,5
April 30 2024,New York,NY,Passenger,5,0,5,48,53,9.43
July 31 2024,Multnomah,OR,Passenger,11,2,13,560,573,2.27
July 31 2018,Jefferson,WA,Passenger,147,99,246,24558,24804,0.99
August 31 2022,Platte,MO,Passenger,1,1,2,25,27,7.41
September 30 2019,Norfolk,VA,Passenger,2,2,4,336,340,1.18
December 31 2018,Dakota,MN,Passenger,0,2,2,37,39,5.13
January 31 2026,Currituck,NC,Passenger,1,0,1,16,17,5.88
May 31 2023,Boulder,CO,Passenger,2,0,2,43,45,4.44
December 31 2021,Anchorage,AK,Passenger,1,0,1,157,158,0.63
October 31 2022,Kings,NY,Passenger,1,0,1,73,74,1.35
March 31 2018,Stevens,WA,Truck,0,0,0,18404,18404,0
October 31 2018,Broward,FL,Passenger,2,1,3,140,143,2.1
December 31 2024,Yakima,WA,Passenger,1004,398,1402,167476,168878,0.83
July 31 2025,Prince George's,MD,Passenger,4,1,5,118,123,4.07
October 31 2020,Monterey,CA,Passenger,0,2,2,163,165,1.21
May 31 2025,Garfield,WA,Truck,0,0,0,988,988,0
April 30 2023,Douglas,NE,Passenger,2,1,3,36,39,7.69
October 31 2024,Monmouth,NJ,Passenger,1,0,1,19,20,5
August 31 2020,Santa Cruz,CA,Passenger,1,0,1,36,37,2.7
December 31 2022,Escambia,FL,Passenger,0,1,1,158,159,0.63
September 30 2020,Kings,NY,Passenger,1,0,1,75,76,1.32
July 31 2020,Bartow,GA,Passenger,0,1,1,5,6,16.67
May 31 2018,Prince William,VA,Passenger,0,5,5,259,264,1.89
November 30 2019,Jefferson,NY,Passenger,0,1,1,204,205,0.49
September 30 2020,Portsmouth,VA,Passenger,0,1,1,68,69,1.45
December 31 2023,Gwinnett,GA,Passenger,2,0,2,59,61,3.28
May 31 2023,Duval,FL,Passenger,2,1,3,319,322,0.93
March 31 2017,King,WA,Passenger,9314,3783,13097,1381637,1394734,0.94
April 30 2023,Atascosa,TX,Passenger,1,0,1,3,4,25
September 30 2025,Rockingham,VA,Passenger,1,0,1,2,3,33.33
October 31 2018,Skagit,WA,Passenger,241,180,421,90937,91358,0.46
June 30 2022,Newport,RI,Passenger,0,2,2,80,82,2.44
September 30 2020,Kittitas,WA,Truck,0,0,0,14593,14593,0
January 31 2020,Garfield,WA,Truck,0,0,0,968,968,0
September 30 2021,Polk,FL,Passenger,1,0,1,78,79,1.27
October 31 2025,Medina,TX,Passenger,1,0,1,7,8,12.5
December 31 2022,Randolph,NC,Passenger,1,0,1,5,6,16.67
January 31 2025,Thurston,WA,Truck,228,0,228,53053,53281,0.43
April 30 2024,Stevens,WA,Passenger,149,76,225,29410,29635,0.76
November 30 2022,Douglas,CO,Passenger,1,1,2,88,90,2.22
March 31 2019,Prince William,VA,Passenger,0,5,5,253,258,1.94
June 30 2022,Arlington,VA,Passenger,3,0,3,153,156,1.92
August 31 2023,Texas,MO,Passenger,1,0,1,1,2,50
June 30 2020,Collin,TX,Passenger,3,1,4,147,151,2.65
July 31 2022,Pacific,WA,Truck,0,0,0,7858,7858,0
August 31 2023,Escambia,FL,Passenger,0,1,1,153,154,0.65
June 30 2019,Multnomah,OR,Passenger,5,5,10,821,831,1.2
October 31 2020,Carroll,NH,Passenger,0,1,1,4,5,20
May 31 2025,Lincoln,WA,Passenger,40,35,75,7545,7620,0.98
August 31 2022,Kittitas,WA,Passenger,283,89,372,29545,29917,1.24
April 30 2024,Columbia,WA,Passenger,10,0,10,2384,2394,0.42
June 30 2023,Montgomery,MD,Passenger,6,4,10,226,236,4.24
July 31 2020,Cameron,TX,Passenger,1,0,1,26,27,3.7
December 31 2018,Island,WA,Truck,0,0,0,21151,21151,0
August 31 2021,Dallas,TX,Passenger,1,0,1,193,194,0.52
August 31 2025,Placer,CA,Passenger,3,0,3,54,57,5.26
November 30 2023,Lewis,WA,Passenger,384,293,677,59351,60028,1.13
August 31 2024,Hamilton,IN,Passenger,2,0,2,29,31,6.45
November 30 2025,Pacific,WA,Passenger,206,127,333,15429,15762,2.11
December 31 2025,Virginia Beach,VA,Passenger,6,2,8,394,402,1.99
November 30 2020,Montgomery,OH,Passenger,0,1,1,58,59,1.69
November 30 2020,Spokane,WA,Passenger,859,542,1401,319751,321152,0.44
September 30 2019,Arlington,VA,Passenger,0,2,2,166,168,1.19
March 31 2025,Multnomah,OR,Passenger,12,2,14,509,523,2.68
June 30 2024,Palm Beach,FL,Passenger,2,0,2,58,60,3.33
April 30 2023,Fresno,CA,Passenger,1,0,1,170,171,0.58
December 31 2018,Polk,FL,Passenger,1,0,1,70,71,1.41
October 31 2025,Shiawassee,MI,Passenger,1,0,1,0,1,100
January 31 2025,Douglas,CO,Passenger,1,2,3,51,54,5.56
November 30 2021,Lane,OR,Passenger,0,1,1,150,151,0.66
April 30 2024,Clallam,WA,Passenger,738,343,1081,48524,49605,2.18
July 31 2023,Riverside,CA,Passenger,11,2,13,538,551,2.36
August 31 2023,Klickitat,WA,Passenger,158,65,223,15039,15262,1.46
July 31 2025,Horry,SC,Passenger,0,1,1,7,8,12.5
January 31 2025,Hays,TX,Passenger,1,0,1,8,9,11.11
August 31 2023,Richmond,NY,Passenger,1,0,1,7,8,12.5
April 30 2019,Franklin,MA,Passenger,0,1,1,2,3,33.33
July 31 2023,Kitsap,WA,Passenger,3311,1314,4625,174420,179045,2.58
August 31 2020,Putnam,TN,Passenger,0,1,1,6,7,14.29
September 30 2017,Utah,UT,Passenger,0,1,1,162,163,0.61
January 31 2023,Mohave,AZ,Passenger,1,0,1,67,68,1.47
February 28 2025,Suffolk,MA,Passenger,3,1,4,32,36,11.11
July 31 2022,Prince William,VA,Passenger,0,4,4,210,214,1.87
June 30 2020,Pinal,AZ,Passenger,1,0,1,224,225,0.44
August 31 2017,Canyon,ID,Passenger,0,1,1,111,112,0.89
November 30 2019,Washoe,NV,Passenger,1,0,1,121,122,0.82
December 31 2023,Jefferson,WA,Passenger,658,277,935,24112,25047,3.73
May 31 2022,Spokane,WA,Truck,1,0,1,101940,101941,0
November 30 2017,Dale,AL,Passenger,0,1,1,61,62,1.61
December 31 2021,Sacramento,CA,Passenger,1,1,2,268,270,0.74
July 31 2021,Whatcom,WA,Truck,4,0,4,43800,43804,0.01
February 28 2025,Bernalillo,NM,Passenger,1,0,1,73,74,1.35
December 31 2022,Lake,IN,Passenger,0,1,1,13,14,7.14
July 31 2024,Penobscot,ME,Passenger,0,1,1,4,5,20
September 30 2025,Island,WA,Passenger,2100,720,2820,59777,62597,4.51
August 31 2018,Williamson,TX,Passenger,0,1,1,189,190,0.53
June 30 2018,Twin Falls,ID,Passenger,0,1,1,26,27,3.7
June 30 2025,Tom Green,TX,Passenger,1,0,1,17,18,5.56
August 31 2022,Chesapeake,VA,Passenger,4,2,6,385,391,1.53
October 31 2017,Sangamon,IL,Passenger,1,0,1,11,12,8.33
September 30 2025,Cowlitz,WA,Passenger,999,358,1357,70215,71572,1.9
November 30 2023,Charleston,SC,Passenger,0,2,2,71,73,2.74
April 30 2017,Orleans,LA,Passenger,0,1,1,53,54,1.85
March 31 2022,Meade,KY,Passenger,1,0,1,24,25,4
September 30 2023,DuPage,IL,Truck,1,0,1,4,5,20
July 31 2023,Orange,VA,Passenger,1,0,1,1,2,50
May 31 2017,Skagit,WA,Passenger,135,102,237,87820,88057,0.27
August 31 2020,Benton,WA,Truck,0,0,0,42979,42979,0
April 30 2019,Frederick,MD,Passenger,1,1,2,77,79,2.53
April 30 2018,Northampton,PA,Passenger,0,1,1,60,61,1.64
July 31 2023,Arapahoe,CO,Passenger,1,1,2,98,100,2
November 30 2022,Orange,VA,Passenger,1,0,1,1,2,50
June 30 2020,Utah,UT,Passenger,1,1,2,161,163,1.23
December 31 2023,San Mateo,CA,Truck,1,0,1,6,7,14.29
February 28 2025,Columbia,WA,Truck,2,0,2,1584,1586,0.13
August 31 2021,Pend Oreille,WA,Truck,0,0,0,5710,5710,0
November 30 2018,Kitsap,WA,Passenger,914,522,1436,180168,181604,0.79
December 31 2024,Frederick,MD,Passenger,1,3,4,57,61,6.56
May 31 2025,Stanislaus,CA,Truck,1,0,1,14,15,6.67
June 30 2024,Bernalillo,NM,Passenger,1,0,1,88,89,1.12
March 31 2023,Prince William,VA,Passenger,1,4,5,194,199,2.51
August 31 2025,Moore,NC,Passenger,3,0,3,106,109,2.75
February 28 2019,Norfolk,VA,Passenger,2,2,4,336,340,1.18
September 30 2023,Clallam,WA,Truck,17,0,17,21637,21654,0.08
October 31 2022,Barnstable,MA,Passenger,1,0,1,19,20,5
January 31 2022,Clark,WA,Passenger,3534,1568,5102,318669,323771,1.58
August 31 2023,Island,WA,Truck,33,0,33,20786,20819,0.16
September 30 2021,Brevard,FL,Passenger,0,1,1,99,100,1
July 31 2022,Okaloosa,FL,Passenger,0,2,2,124,126,1.59
October 31 2024,Twin Falls,ID,Passenger,0,1,1,14,15,6.67
August 31 2019,El Paso,TX,Passenger,2,0,2,482,484,0.41
January 31 2026,Jefferson,AL,Passenger,1,0,1,16,17,5.88
May 31 2025,Bexar,TX,Passenger,5,3,8,360,368,2.17
August 31 2017,Montgomery,MD,Passenger,1,1,2,319,321,0.62
May 31 2022,Stevens,WA,Truck,0,0,0,18903,18903,0
June 30 2025,Bell,TX,Passenger,2,2,4,213,217,1.84
June 30 2023,Ramsey,MN,Passenger,1,0,1,25,26,3.85
June 30 2023,Douglas,WA,Passenger,207,63,270,28745,29015,0.93
April 30 2020,Columbia,WA,Truck,0,0,0,1524,1524,0
October 31 2022,Bexar,TX,Passenger,5,3,8,519,527,1.52
June 30 2022,Wahkiakum,WA,Truck,0,0,0,1800,1800,0
January 31 2023,Galveston,TX,Passenger,1,1,2,22,24,8.33
February 28 2019,Twin Falls,ID,Passenger,0,1,1,24,25,4
